date,startup,vertical,subvertical,city,investors,round,amount
2018-01-08,dishq,food-tech,personalisation technology firm focusing on the food and beverage industry,bengaluru,arts alliance,seed funding,3.3
2018-01-08,dishq,food-tech,personalisation technology firm focusing on the food and beverage industry,bengaluru,the syndicate fund,seed funding,3.3
2018-01-08,dishq,food-tech,personalisation technology firm focusing on the food and beverage industry,bengaluru,sven hensen,seed funding,3.3
2018-01-08,dishq,food-tech,personalisation technology firm focusing on the food and beverage industry,bengaluru,zeroth,seed funding,3.3
2018-01-08,dishq,food-tech,personalisation technology firm focusing on the food and beverage industry,bengaluru,artesian venture partners,seed funding,3.3
2018-01-08,healthfin,finance,patient financing platform,pune,axilor,seed funding,0.0
2018-01-08,healthfin,finance,patient financing platform,pune,sprout venture partners,seed funding,0.0
2018-01-08,healthfin,finance,patient financing platform,pune,other investors,seed funding,0.0
2018-02-08,samosa labs,consumer internet,social media and chat entertainment platform,hyderabad,xiaomi,private equity,57.75
2018-02-08,samosa labs,consumer internet,social media and chat entertainment platform,hyderabad,sequoia capital india,private equity,57.75
2018-03-08,ziffyhomes,consumer internet,online home rental marketplace,gurugram,y combinator,private equity,0.99
2018-07-08,shopx,consumer internet,assisted e-commerce platform,bengaluru,fung strategic holdings,private equity,288.75
2018-07-08,makemytrip,consumer internet,online travel aggregator,gurugram,makemytrip limited,private equity,82.5
2018-08-08,hansel io,consumer internet,real-time mobile app management,bengaluru,vertex ventures,seed funding,33.0
2018-08-08,metro bikes,consumer internet,online bike rental marketplace,bengaluru,sequoia capital india advisors,private equity,100.65
2018-08-08,metro bikes,consumer internet,online bike rental marketplace,bengaluru,accel partners,private equity,100.65
2018-08-08,metro bikes,consumer internet,online bike rental marketplace,bengaluru,g raghun,private equity,100.65
2018-08-08,metro bikes,consumer internet,online bike rental marketplace,bengaluru,an,private equity,100.65
2018-08-08,phone pe,consumer internet,upi payments app,bengaluru,flipkart,private equity,544.5
2018-09-08,quizizz,ed-tech,e-learning platform,bengaluru,nexus venture partners,seed funding,24.75
2018-09-08,quizizz,ed-tech,e-learning platform,bengaluru,prime venture partners,seed funding,24.75
2018-09-08,quizizz,ed-tech,e-learning platform,bengaluru,other investors,seed funding,24.75
2018-09-08,happy emi,fin-tech,consumer financing platform,bengaluru,aj ventures,seed funding,8.25
2018-09-08,happy emi,fin-tech,consumer financing platform,bengaluru,jain international trade organisation (jito),seed funding,8.25
2018-08-13,inthree,consumer internet,rural e-commerce platform,chennai,ventureast,seed funding,33.0
2018-08-13,inthree,consumer internet,rural e-commerce platform,chennai,orios venture partners,seed funding,33.0
2018-08-13,inthree,consumer internet,rural e-commerce platform,chennai,the ian fund,seed funding,33.0
2018-08-13,observe ai,technology,ai based solutions platform,bengaluru,nexus venture partners,private equity,66.0
2018-08-13,observe ai,technology,ai based solutions platform,bengaluru,mgv,private equity,66.0
2018-08-13,observe ai,technology,ai based solutions platform,bengaluru,liquid 2 ventures,private equity,66.0
2018-08-13,observe ai,technology,ai based solutions platform,bengaluru,hack vc,private equity,66.0
2018-08-13,observe ai,technology,ai based solutions platform,bengaluru,emergent ventures,private equity,66.0
2018-08-13,observe ai,technology,ai based solutions platform,bengaluru,y combinator,private equity,66.0
2018-08-17,eazydiner,consumer internet,online restaurant table reservation platform,gurugram,denlow investment trust,private equity,48.2625
2018-08-17,eazydiner,consumer internet,online restaurant table reservation platform,gurugram,beenext,private equity,48.2625
2018-08-20,rawpressery,consumer internet,online organic juice delivery service,mumbai,alteria capital,debt funding,39.6
2018-08-22,revv,consumer internet,online indian car rental platform,gurugram,hyundai,private equity,117.7275
2018-08-22,revv,consumer internet,online indian car rental platform,gurugram,edelweiss,private equity,117.7275
2018-08-22,revv,consumer internet,online indian car rental platform,gurugram,beenext,private equity,117.7275
2018-08-22,revv,consumer internet,online indian car rental platform,gurugram,dream incubator,private equity,117.7275
2018-08-22,revv,consumer internet,online indian car rental platform,gurugram,sunjay kapoor,private equity,117.7275
2018-08-22,revv,consumer internet,online indian car rental platform,gurugram,telama investment,private equity,117.7275
2018-08-26,zestmoney,consumer internet,online lending platform,bengaluru,xiaomi,private equity,110.55
2018-08-26,zestmoney,consumer internet,online lending platform,bengaluru,payu,private equity,110.55
2018-08-26,zestmoney,consumer internet,online lending platform,bengaluru,ribbit capital,private equity,110.55
2018-08-26,zestmoney,consumer internet,online lending platform,bengaluru,omidyar network,private equity,110.55
2018-08-26,shubh loans,fin-tech,\\xc2\\xa0customer sourcing platform\\xc2\\xa0,bengaluru,saama capital,private equity,34.65
2018-08-26,shubh loans,fin-tech,\\xc2\\xa0customer sourcing platform\\xc2\\xa0,bengaluru,sri capital,private equity,34.65
2018-08-26,shubh loans,fin-tech,\\xc2\\xa0customer sourcing platform\\xc2\\xa0,bengaluru,beenext,private equity,34.65
2018-08-26,shubh loans,fin-tech,\\xc2\\xa0customer sourcing platform\\xc2\\xa0,bengaluru,pravega ventures,private equity,34.65
2018-08-27,myupchar,healthcare,local language health content app,delhi,nexus venture partners,private equity,41.25
2018-08-27,myupchar,healthcare,local language health content app,delhi,omidyar network,private equity,41.25
2018-08-27,myupchar,healthcare,local language health content app,delhi,shunwei capital,private equity,41.25
2018-08-28,narvar,it,post-purchase customer engagement platform\\xc2\\xa0,bengaluru,accel (formerly known as accel partners),private equity,24.75
2018-01-07,leena ai,technology,hr virtual agent for employees,gurugram,y combinator,seed funding,0.0
2018-02-07,biryani by kilo,consumer internet,online food delivery,gurugram,ajay relan,seed funding,8.25
2018-02-07,biryani by kilo,consumer internet,online food delivery,gurugram,vinay mittal,seed funding,8.25
2018-04-07,anchanto,it,e-commerce fulfilment platform,pune,mdi ventures,private equity,33.0
2018-04-07,anchanto,it,e-commerce fulfilment platform,pune,telkom indonesia,private equity,33.0
2018-05-07,loan tap,consumer internet,online lending platform for salaried professionals,mumbai,shunwei capital,private equity,51.5625
2018-05-07,loan tap,consumer internet,online lending platform for salaried professionals,mumbai,tuscan ventures,private equity,51.5625
2018-05-07,loan tap,consumer internet,online lending platform for salaried professionals,mumbai,ashish goenka,private equity,51.5625
2018-05-07,loan tap,consumer internet,online lending platform for salaried professionals,mumbai,vc firms india quotient,private equity,51.5625
2018-05-07,loan tap,consumer internet,online lending platform for salaried professionals,mumbai,kae capital,private equity,51.5625
2018-06-07,policybazaar,consumer internet,online insurance selling platform,gurugram,info edge (india) ltd,private equity,228.525
2018-06-07,policybazaar,consumer internet,online insurance selling platform,gurugram,temasek,private equity,228.525
2018-09-07,zippserv,consumer internet,online platform for risk-assessment services for real estate investments,bengaluru,info edge (india) ltd,seed funding,3.63
2018-09-07,groww,consumer internet,online platform that sells direct plans of mutual funds,bengaluru,insignia ventures partners,seed funding,9.075
2018-09-07,groww,consumer internet,online platform that sells direct plans of mutual funds,bengaluru,lightbridge partners,seed funding,9.075
2018-09-07,groww,consumer internet,online platform that sells direct plans of mutual funds,bengaluru,kairos,seed funding,9.075
2018-10-07,avenue growth,consumer internet,online platform that connects brands with freelance sales professionals,gurugram,avtar monga,seed funding,3.60525
2018-10-07,avenue growth,consumer internet,online platform that connects brands with freelance sales professionals,gurugram,chief operating office at idfc bank,seed funding,3.60525
2018-10-07,avenue growth,consumer internet,online platform that connects brands with freelance sales professionals,gurugram,aditya malik,seed funding,3.60525
2018-10-07,avenue growth,consumer internet,online platform that connects brands with freelance sales professionals,gurugram,other investors,seed funding,3.60525
2018-10-07,inicu,healthcare,med-tech platform providing care for newborns,delhi,venture catalysts,seed funding,0.0
2018-10-07,kinara capital,finance,lending platform for micro and small enterprises,bengaluru,responsability,private equity,41.25
2018-10-07,shop 101,consumer internet,mobile storefront and commerce platform for sellers,mumbai,stellaris venture partners,private equity,41.25
2018-10-07,shop 101,consumer internet,mobile storefront and commerce platform for sellers,mumbai,vy capital,private equity,41.25
2018-10-07,shop 101,consumer internet,mobile storefront and commerce platform for sellers,mumbai,raghun,private equity,41.25
2018-10-07,shop 101,consumer internet,mobile storefront and commerce platform for sellers,mumbai,an g,private equity,41.25
2018-10-07,shop 101,consumer internet,mobile storefront and commerce platform for sellers,mumbai,ramakant sharma,private equity,41.25
2018-11-07,sambandh,consumer internet,online micro lending platform,rourkela,base of pyramid asia (bopa) pte ltd,private equity,20.625
2018-12-07,19th mile,it,artificial intelligence-based sales acceleration software platform,gurugram,rishi vasudev,seed funding,1.485
2018-12-07,19th mile,it,artificial intelligence-based sales acceleration software platform,gurugram,ritesh vohra,seed funding,1.485
2018-12-07,19th mile,it,artificial intelligence-based sales acceleration software platform,gurugram,praveer kumar,seed funding,1.485
2018-12-07,19th mile,it,artificial intelligence-based sales acceleration software platform,gurugram,prashant gupta,seed funding,1.485
2018-12-07,19th mile,it,artificial intelligence-based sales acceleration software platform,gurugram,other investors,seed funding,1.485
2018-12-07,5th vital,healthcare,home diagnostics services provider,bengaluru,br,seed funding,4.125
2018-12-07,5th vital,healthcare,home diagnostics services provider,bengaluru,capital,seed funding,4.125
2018-12-07,5th vital,healthcare,home diagnostics services provider,bengaluru,other investors,seed funding,4.125
2018-07-13,mengage,healthcare,a doctor-patient engagement platform,jaipur,siddharth agarwal,seed funding,1.44375
2018-07-13,mengage,healthcare,a doctor-patient engagement platform,jaipur,mahavir sharma,seed funding,1.44375
2018-07-13,mengage,healthcare,a doctor-patient engagement platform,jaipur,amit singal,seed funding,1.44375
2018-07-13,mengage,healthcare,a doctor-patient engagement platform,jaipur,100 co-founders lab,seed funding,1.44375
2018-07-13,mengage,healthcare,a doctor-patient engagement platform,jaipur,other investors,seed funding,1.44375
2018-07-17,ofbusiness,finance,online lending platform for sme,gurugram,creation investments,private equity,239.25
2018-07-17,ofbusiness,finance,online lending platform for sme,gurugram,falcon edge,private equity,239.25
2018-07-17,ofbusiness,finance,online lending platform for sme,gurugram,matrix partners india,private equity,239.25
2018-07-17,ofbusiness,finance,online lending platform for sme,gurugram,zodius capital,private equity,239.25
2018-07-17,cars24,consumer internet,online used car marketplace,gurugram,kingsway fci fund,private equity,410.025
2018-07-17,cars24,consumer internet,online used car marketplace,gurugram,kck global,private equity,410.025
2018-07-17,cars24,consumer internet,online used car marketplace,gurugram,other investors,private equity,410.025
2018-07-18,the ken,consumer internet,subscription-only news website,bengaluru,omidyar network,seed funding,12.375
2018-07-18,the ken,consumer internet,subscription-only news website,bengaluru,other investors,seed funding,12.375
2018-07-19,book my show,consumer internet,online ticketing platform,mumbai,tpg growth,private equity,825.0
2018-07-19,book my show,consumer internet,online ticketing platform,mumbai,the rise fund,private equity,825.0
2018-07-19,book my show,consumer internet,online ticketing platform,mumbai,other investors,private equity,825.0
2018-07-21,paysense,consumer internet,online consumer lending platform,mumbai,payu,private equity,148.5
2018-07-21,paysense,consumer internet,online consumer lending platform,mumbai,other investors,private equity,148.5
2018-07-23,vtion,technology,media analytics,gurugram,angellist,seed funding,2.31
2018-07-23,vtion,technology,media analytics,gurugram,rahul khanna,seed funding,2.31
2018-07-23,vtion,technology,media analytics,gurugram,rajeev arora,seed funding,2.31
2018-07-23,vtion,technology,media analytics,gurugram,ram ramsundar.,seed funding,2.31
