date,startup,vertical,subvertical,city,investors,round,amount
2016-07-20,iserve financial,consumer internet,loan comparison & deals platform,pune,nilesh shah,seed funding,0.0
2016-07-21,mytaxiindia,consumer internet,online car rental booking platform,new delhi,nihon kotsu co,private equity,8.25
2016-07-21,aberuk,ecommerce,online marketplace for books,bangalore,swastika company pvt ltd,seed funding,0.0
2016-07-21,wiwigo,consumer internet,inter-city taxi booking platform,bangalore,indian angel network,seed funding,4.90875
2016-01-06,chikoop,consumer internet,free ad based voice calling,indore,undisclosed investors,seed funding,0.0
2016-01-06,bridgei2i,technology,data analytics platform,bangalore,edelweiss private equity,private equity,0.0
2016-02-06,droom,ecommerce,online marketplace for used automobiles,new delhi,"beenext, digital garage, lightbox, beenos",private equity,0.0
2016-02-06,visit,consumer internet,on-demand healthcare service provider,new delhi,mapmyindia,seed funding,0.0
2016-02-06,atomberg,technology,"smart, energy efficient home appliance manufacturer",mumbai,parampara capital,private equity,8.25
2016-02-06,coutloot,ecommerce,fashion re-commerce platform,mumbai,venture catalysts,seed funding,0.0
2016-02-06,limo,consumer internet,bus aggregator mobile app,mumbai,rainmaker ventures,private equity,8.25
2016-03-06,icliniq,consumer internet,doctor consultation platform,bangalore,madhankumar madathupalayam,seed funding,0.0
2016-03-06,gogo truck,consumer internet,truck aggregator & booking platform,chennai,undisclosed investor,seed funding,0.61875
2016-03-06,vyome biosciences,healthcare,treatment development for antibiotic-resistant diseases,new delhi,romulus capital,private equity,16.5
2016-06-06,sillymonks,consumer internet,digital media and entertainment startup,hyderabad,sreenivasa reddy musani,seed funding,3.696
2016-07-06,cuemath,education,k-12 maths learning courses,bangalore,"sequoia capital, unitus seed fund",private equity,33.0
2016-07-06,krazybee,consumer internet,student micro-loan platform,bangalore,"yeahmobi, fenqile",private equity,16.5
2016-07-06,intgrea,technology,post merger integration partners,bangalore,undisclosed investor,seed funding,0.825
2016-07-06,helpshift,technology,mobile crm platform,pune,"microsoft ventures, salesforce ventures",private equity,189.75
2016-07-06,creditvidya,technology,credit scoring platform,mumbai,kalaari capital,private equity,8.25
2016-08-06,grey campus,consumer internet,online learning platform,hyderabad,sarath sura,seed funding,8.25
2016-08-06,listup,ecommerce,location based classified mobile app,mumbai,"kae capital, kunal shah, sandeep tandon",seed funding,4.125
2016-08-06,6degree,technology,tech-enabled fashion talent platform,mumbai,indian angel network,seed funding,1.65
2016-08-06,shopwati,consumer internet,online fashion discussion community,gurgaon,sanjiv rai,seed funding,0.0
2016-08-06,cookifi,consumer internet,online chef discovery & booking service,bangalore,"kunal shah, aneesh reddy, tracxn labs, venkat tadanki, krishna mehra, amit rathore",seed funding,0.0
2016-08-06,storeking,ecommerce,connecting small town consumers to e-commerce,bangalore,axiata digital,private equity,132.0
2016-08-06,wired hub,real estate,co-working spaces,jaipur,"ankit maheshwari, anand singh",seed funding,0.0
2016-08-06,myseniordoctor,consumer internet,online medical support platform,gurgaon,blackjag partners,seed funding,1.65
2016-09-06,teabox,ecommerce,online tea store,siliguri,cameron jones,seed funding,0.0
2016-09-06,extraaedge,consumer internet,student acquisition platform,pune,"ritesh dwivedy, priti padhy",seed funding,0.0
2016-09-06,epaylater,technology,fin-tech platform,mumbai,3 undisclosed hnis,seed funding,16.5
2016-10-06,kyazoonga,ecommerce,online event ticketing platform,mumbai,ratan tata,seed funding,0.0
2016-10-06,paytunes,consumer internet,mobile based rewards platform,new delhi,"cio angel network, indian angel network",private equity,4.125
2016-10-06,kickstart jobs,technology,entry level hiring platform,gurgaon,"vivek joshi, mohit satyanand, amit banati, arun khanna",seed funding,0.0
2016-10-06,freshee,fmcg,household packaging & storage product manufacturer,mumbai,edelweiss private equity,private equity,0.0
2016-10-06,madrat games,technology,wearable gaming platform,bangalore,"ratan tata, bhavish aggarwal, ankit bhati, binny bansal, girish mathrubootham",seed funding,0.0
2016-11-06,jazzmyride,ecommerce,auto parts & accessories etailer,new delhi,tvs automobile solutions ltd,private equity,0.0
2016-11-06,autosense,technology,data analytics based customer management services,new delhi,tvs automobile solutions ltd,private equity,0.0
2016-11-06,redsun telematics,consumer internet,internet of things platform,chennai,tvs automobile solutions ltd,private equity,0.0
2016-06-13,khanagadi,consumer internet,online food delivery for train travelers,jaipur,50k ventures,seed funding,0.0
2016-06-13,bombay shirt company,ecommerce,online custom shirt retailer,mumbai,undisclosed investor,private equity,8.25
2016-06-14,edtechreview,consumer internet,education based online portal,new delhi,evc ventures,seed funding,0.0
2016-06-14,bonhomia,food & beverage,premium tea & coffee capsules maker,new delhi,valpro capital and existing investors,private equity,0.0
2016-06-14,gobolt,logistics,b2b logistics provider,new delhi,mcube8,seed funding,0.0
2016-06-14,jivox,technology,data driven advertising platform,bangalore,"you & mr jones, fortisure ventures, diaz nesamoney",private equity,49.5
2016-06-14,sminq,consumer internet,queue management mobile app,pune,"saama capital, blume ventures & vaibhav domkundwar",seed funding,8.25
2016-06-14,curejoy,consumer internet,online alternative health community platform,bangalore,accel partners india,private equity,36.3
2016-06-15,oneway.cab,consumer internet,taxi rental platform,vadodara,indian angel network,seed funding,3.7125
2016-06-15,grabonrent,ecommerce,on-demand product rental marketplace,bangalore,ivycap ventures and unicorn india ventures,private equity,0.0
2016-06-16,diro labs,consumer internet,contact management mobile app,new delhi,info edge (india) ltd,private equity,3.7125
2016-06-16,unnati helpers,consumer internet,help hiring platform,gurgaon,info edge (india) ltd,private equity,4.95
2016-06-16,athletto,consumer internet,sports venue discovery and booking platform,bangalore,atul ingle,seed funding,0.0
2016-06-16,saavn,consumer internet,web/mobile music streaming service,usa,guy oseary,private equity,0.0
2016-06-16,voonik,ecommerce,online women\\xe2\\x80\\x99s fashion marketplace,bangalore,sequoia capital,private equity,165.0
2016-06-16,thinkphi,technology,sustainable green tech solution developer,mumbai,nimmagadda prasad,seed funding,0.0
2016-06-17,cleartax,consumer internet,online tax filing platform,new delhi,"ravi adusumalli, saif partners",private equity,99.0
2016-06-17,silvan innovation labs,technology,home automation solutions,bangalore,infuse ventures,private equity,7.425
2016-06-17,greythr,technology,payroll & hr software developer,bangalore,"new enterprise associates (nea), blume ventures",private equity,42.9
2016-06-17,duffl,ecommerce,fashion rental marketplace,bangalore,betonindia technology pvt ltd,seed funding,0.0
2016-06-17,byg,consumer internet,fitness centre discovery & booking mobile app,bangalore,"sanjay verma, amit khanna (letsventure)",seed funding,0.0
2016-06-20,dipper,ecommerce,freight logistics marketplace,new delhi,undisclosed investor,seed funding,0.0
2016-06-20,qonfuse,consumer internet,online test papers for competitive exams,new delhi,hamraj kumar,seed funding,0.0
2016-06-20,the indian iris,consumer internet,govt policy research & information portal,ahmedabad,timbru ventures,seed funding,0.0
2016-06-21,onspoon,consumer internet,online platform for event sponsorship,mumbai,swan angel network,seed funding,1.2375
2016-06-21,restate,consumer internet,real estate platform,bangalore,idein ventures,seed funding,0.0
2016-06-21,cleartrip,consumer internet,online travel agency,mumbai,"concur technologies, gund investment",private equity,0.0
2016-06-21,procmart,consumer internet,online procurement marketplace,noida,indiamart,private equity,0.0
2016-06-21,celerix,technology,fintech product development & services startup,bangalore,bitkemy ventures,seed funding,3.3
2016-06-21,naturenama,consumer internet,online outdoors & travel,mumbai,unicorn venture,seed funding,1.85625
2016-06-21,cyclopsmedtech,technology,medical technology provider,bangalore,cp bothra,seed funding,0.0
2016-06-21,syona cosmetics,fmcg,beauty products & training to salons & spas,chennai,the chennai angels,seed funding,1.2375
2016-06-21,prettysecrets,ecommerce,women lingerie store,mumbai,"rb investments pte ltd, orios venture partners",private equity,49.5
2016-06-22,spiderg,consumer internet,online invoice app for smes,pune,"rahul kirloskar, fusion tech ventures, adi saravanan, pravin dongre, mahendra doshi",seed funding,1.2375
2016-06-23,fareye,technology,logistics management software,new delhi,saif partners,private equity,28.875
2016-06-23,the uolo,consumer internet,school parent communication app,bangalore,"purvi ventures, rajul garg, vipin arora",seed funding,1.7325
2016-06-23,staqu,technology,artificial intelligence based search platform,gurgaon,indian angel network,seed funding,0.0
2016-06-23,padhopadhao,consumer internet,home tutors search & discovery,new delhi,rise india,private equity,0.0
2016-06-24,drivify,consumer internet,professional driver discovery & booking mobile app,mumbai,"jitendra gupta, pankaj tripathi",seed funding,0.4125
2016-06-24,pratilipi,consumer internet,multi-lingual self-publishing platform,bangalore,nexus venture partners,seed funding,0.0
2016-06-24,parablu,technology,cloud data security & privacy solutions,bangalore,kalaari capital,seed funding,4.125
2016-06-24,schedulers logistics,logistics,cold storage logistics solutions,mumbai,gvfl,private equity,49.5
2016-06-24,leap india,others,supply chain equipment & services provider,mumbai,mayfield ventures,private equity,24.75
2016-06-24,kabadiexpress,others,free door step scrap pickup service,new delhi,undisclosed investor,seed funding,1.221
2016-06-27,yourdost,consumer internet,online counselling & personal coaching platform,bangalore,"saif partners, aprameya radhakrishnan, phanindra sama, subba rao telidevara, vibhu garg, paula ravindra mariwala, gaurav bhalotia",seed funding,9.9
2016-06-27,gomalon,consumer internet,online spa & salon discovery & booking platform,bangalore,undisclosed investor,seed funding,0.825
2016-06-27,voler cars,consumer internet,self-driven car rental platform,new delhi,"kanodia family, amit banka",seed funding,0.0
2016-06-27,travelyaari,consumer internet,online ticket booking platform,bangalore,gvfl ltd,private equity,24.75
2016-06-28,fabhotels,consumer internet,online hotel aggregator & booking platform,gurgaon,"accel partners, rb investments",private equity,66.0
2016-06-28,locanix,technology,gps based saas solutions,ahmedabad,undisclosed investors,seed funding,2.475
2016-06-28,lendingkart,consumer internet,online working capital business loans platform,ahmedabad,"bertelsmann india investments, mayfield india, saama capital, india quotient",private equity,264.0
2016-06-28,hello tax,consumer internet,online tax filing platform,new delhi,sanjeev sinha,seed funding,2.43375
2016-06-28,mysuperbrain,consumer internet,online talent discovery platform for kids,hyderabad,soniks consulting,seed funding,0.0
2016-06-28,blogbeats,consumer internet,online blogging platform,bangalore,undisclosed investor,seed funding,0.0
2016-06-29,letreach,ecommerce,ecommerce saas solutions,new delhi,vcommission,private equity,0.825
2016-06-29,trendieapp,technology,visual content marketing,kolkata,harsh vardhan hada,seed funding,0.4125
2016-06-29,impactguru,consumer internet,crowdfunding platform,mumbai,piyush jain,seed funding,0.0
2016-06-29,velvetcase,ecommerce,online designer jewellery marketplace,mumbai,"uniqorn ventures fund, tv mohandas pai, s somasegar",private equity,12.375
2016-06-30,meru cabs,consumer internet,online/ mobile tax cab booking,mumbai,brand capital,private equity,206.25
2016-06-30,campus diaries,consumer internet,student focussed content discovery portal,bangalore,aarin capital,seed funding,1.815
2016-06-30,scripbox,consumer internet,online mutual fund investment platform,bangalore,"omidyar network, accel partners & existing investors",private equity,0.0
2016-06-30,biryani blues,food & beverage,qsr chain,gurgaon,carpediem capital & others,private equity,3.036
2016-01-05,motomojo,consumer internet,mobile based vehicle maintenance app,mumbai,"niloufer dundh, fauzan rahim, balamurugan mani,",seed funding,0.0
2016-01-05,get my parking,technology,parking technology platform,new delhi,the chennai angels,seed funding,3.102
